date,team,opponent,goals_for,goals_against,match_type,tournament,country
2021-01-12,United Arab Emirates,Iraq,0,0,home,Friendly,United Arab Emirates
2021-01-18,Kuwait,Palestine,0,1,home,Friendly,Kuwait
2021-01-19,Dominican Republic,Puerto Rico,0,1,home,Friendly,Dominican Republic
2021-01-22,Guatemala,Puerto Rico,1,0,home,Friendly,Guatemala
2021-01-25,Dominican Republic,Serbia,0,0,home,Friendly,Dominican Republic
2021-01-27,Iraq,Kuwait,2,1,home,Friendly,Iraq
2021-01-28,Panama,Serbia,0,0,home,Friendly,Panama
2021-01-31,United States,Trinidad and Tobago,7,0,home,Friendly,United States
2021-02-01,Jordan,Tajikistan,2,0,home,Friendly,United Arab Emirates
2021-02-05,Jordan,Tajikistan,0,1,home,Friendly,United Arab Emirates
2021-02-15,Jordan,Uzbekistan,0,2,home,Friendly,United Arab Emirates
2021-02-24,Guatemala,Nicaragua,1,0,home,Friendly,Guatemala
2021-03-13,Kenya,South Sudan,1,0,home,Friendly,Kenya
2021-03-15,Kenya,Tanzania,2,1,home,Friendly,Kenya
2021-03-17,Ethiopia,Malawi,4,0,home,Friendly,Ethiopia
2021-03-20,Oman,Jordan,0,0,home,Friendly,United Arab Emirates
2021-03-24,Ethiopia,Madagascar,4,0,home,African Cup of Nations qualification,Ethiopia
2021-03-24,Rwanda,Mozambique,1,0,home,African Cup of Nations qualification,Rwanda
2021-03-24,São Tomé and Príncipe,Sudan,0,2,home,African Cup of Nations qualification,São Tomé and Príncipe
2021-03-24,Uganda,Burkina Faso,0,0,home,African Cup of Nations qualification,Uganda
2021-03-24,South Sudan,Malawi,0,1,home,African Cup of Nations qualification,Sudan
2021-03-24,Guinea,Mali,1,0,home,African Cup of Nations qualification,France
2021-03-24,Chad,Namibia,0,3,home,African Cup of Nations qualification,Chad
2021-03-24,Cyprus,Slovakia,0,0,home,FIFA World Cup qualification,Cyprus
2021-03-24,Slovenia,Croatia,1,0,home,FIFA World Cup qualification,Slovenia
2021-03-24,Malta,Russia,1,3,home,FIFA World Cup qualification,Malta
2021-03-24,Latvia,Montenegro,1,2,home,FIFA World Cup qualification,Latvia
2021-03-24,Gibraltar,Norway,0,3,home,FIFA World Cup qualification,Gibraltar
2021-03-24,Turkey,Netherlands,4,2,home,FIFA World Cup qualification,Turkey
2021-03-24,Estonia,Czech Republic,2,6,home,FIFA World Cup qualification,Poland
2021-03-24,Qatar,Luxembourg,1,0,home,Friendly,Hungary
2021-03-24,Belarus,Honduras,1,1,home,Friendly,Belarus
2021-03-24,Jordan,Lebanon,1,0,home,Friendly,United Arab Emirates
2021-03-24,Kosovo,Lithuania,4,0,home,Friendly,Kosovo
2021-03-24,Antigua and Barbuda,Montserrat,2,2,home,FIFA World Cup qualification,Curaçao
2021-03-24,Belgium,Wales,3,1,home,FIFA World Cup qualification,Belgium
2021-03-24,Guatemala,Cuba,1,0,home,FIFA World Cup qualification,Guatemala
2021-03-24,Suriname,Cayman Islands,3,0,home,FIFA World Cup qualification,Suriname
2021-03-24,Saint Kitts and Nevis,Puerto Rico,1,0,home,FIFA World Cup qualification,Dominican Republic
2021-03-24,Portugal,Azerbaijan,1,0,home,FIFA World Cup qualification,Italy
2021-03-24,Serbia,Republic of Ireland,3,2,home,FIFA World Cup qualification,Serbia
2021-03-24,France,Ukraine,1,1,home,FIFA World Cup qualification,France
2021-03-24,Finland,Bosnia and Herzegovina,2,2,home,FIFA World Cup qualification,Finland
2021-03-24,Dominican Republic,Dominica,1,0,home,FIFA World Cup qualification,Dominican Republic
2021-03-25,Romania,North Macedonia,3,2,home,FIFA World Cup qualification,Romania
2021-03-25,Liechtenstein,Armenia,0,1,home,FIFA World Cup qualification,Liechtenstein
2021-03-25,Germany,Iceland,3,0,home,FIFA World Cup qualification,Germany
2021-03-25,England,San Marino,5,0,home,FIFA World Cup qualification,England
2021-03-25,Andorra,Albania,0,1,home,FIFA World Cup qualification,Andorra
2021-03-25,South Africa,Ghana,1,1,home,African Cup of Nations qualification,South Africa
2021-03-25,Hungary,Poland,3,3,home,FIFA World Cup qualification,Hungary
2021-03-25,Gambia,Angola,1,0,home,African Cup of Nations qualification,Gambia
2021-03-25,Libya,Tunisia,2,5,home,African Cup of Nations qualification,Libya
2021-03-25,Comoros,Togo,0,0,home,African Cup of Nations qualification,Comoros
2021-03-25,Kenya,Egypt,1,1,home,African Cup of Nations qualification,Kenya
2021-03-25,Botswana,Zimbabwe,0,1,home,African Cup of Nations qualification,Botswana
2021-03-25,Zambia,Algeria,3,3,home,African Cup of Nations qualification,Zambia
2021-03-25,Equatorial Guinea,Tanzania,1,0,home,African Cup of Nations qualification,Equatorial Guinea
2021-03-25,Tajikistan,Mongolia,3,0,home,FIFA World Cup qualification,Tajikistan
2021-03-25,Gabon,DR Congo,3,0,home,African Cup of Nations qualification,Gabon
2021-03-25,Moldova,Faroe Islands,1,1,home,FIFA World Cup qualification,Moldova
2021-03-25,Saudi Arabia,Kuwait,1,0,home,Friendly,Saudi Arabia
2021-03-25,Israel,Denmark,0,2,home,FIFA World Cup qualification,Israel
2021-03-25,Scotland,Austria,2,2,home,FIFA World Cup qualification,Scotland
2021-03-25,Bahrain,Syria,3,1,home,Friendly,Bahrain
2021-03-25,India,Oman,1,1,home,Friendly,United Arab Emirates
2021-03-25,Japan,South Korea,3,0,home,Friendly,Japan
2021-03-25,United States,Jamaica,4,1,home,Friendly,Austria
2021-03-25,El Salvador,Grenada,2,0,home,FIFA World Cup qualification,El Salvador
2021-03-25,Curaçao,Saint Vincent and the Grenadines,5,0,home,FIFA World Cup qualification,Curaçao
2021-03-25,Canada,Bermuda,5,1,home,FIFA World Cup qualification,United States
2021-03-25,Haiti,Belize,2,0,home,FIFA World Cup qualification,Haiti
2021-03-25,Trinidad and Tobago,Guyana,3,0,home,FIFA World Cup qualification,Dominican Republic
2021-03-25,Spain,Greece,1,1,home,FIFA World Cup qualification,Spain
2021-03-25,Sweden,Georgia,1,0,home,FIFA World Cup qualification,Sweden
2021-03-25,Bulgaria,Switzerland,1,3,home,FIFA World Cup qualification,Bulgaria
2021-03-25,Italy,Northern Ireland,2,0,home,FIFA World Cup qualification,Italy
2021-03-25,Panama,Barbados,1,0,home,FIFA World Cup qualification,Dominican Republic
2021-03-26,Congo,Senegal,0,0,home,African Cup of Nations qualification,Congo
2021-03-26,Niger,Ivory Coast,0,3,home,African Cup of Nations qualification,Togo
2021-03-26,Eswatini,Guinea-Bissau,1,3,home,African Cup of Nations qualification,Eswatini
2021-03-26,Chile,Bolivia,2,1,home,Friendly,Chile
2021-03-26,Mauritania,Morocco,0,0,home,African Cup of Nations qualification,Mauritania
2021-03-26,Burundi,Central African Republic,2,2,home,African Cup of Nations qualification,Burundi
2021-03-26,Cape Verde,Cameroon,3,1,home,African Cup of Nations qualification,Cape Verde
2021-03-27,Belarus,Estonia,4,2,home,FIFA World Cup qualification,Belarus
2021-03-27,Benin,Nigeria,0,1,home,African Cup of Nations qualification,Benin
2021-03-27,Lesotho,Sierra Leone,0,0,home,African Cup of Nations qualification,Lesotho
2021-03-27,Slovakia,Malta,2,2,home,FIFA World Cup qualification,Slovakia
2021-03-27,Croatia,Cyprus,1,0,home,FIFA World Cup qualification,Croatia
2021-03-27,Russia,Slovenia,2,1,home,FIFA World Cup qualification,Russia
2021-03-27,Norway,Turkey,0,3,home,FIFA World Cup qualification,Spain
2021-03-27,Netherlands,Latvia,2,0,home,FIFA World Cup qualification,Netherlands
2021-03-27,Montenegro,Gibraltar,4,1,home,FIFA World Cup qualification,Montenegro
2021-03-27,Czech Republic,Belgium,1,1,home,FIFA World Cup qualification,Czech Republic
2021-03-27,Serbia,Portugal,2,2,home,FIFA World Cup qualification,Serbia
2021-03-27,Turks and Caicos Islands,Nicaragua,0,7,home,FIFA World Cup qualification,Dominican Republic
2021-03-27,Bahamas,Saint Kitts and Nevis,0,4,home,FIFA World Cup qualification,Bahamas
2021-03-27,Bosnia and Herzegovina,Costa Rica,0,0,home,Friendly,Bosnia and Herzegovina
2021-03-27,Nepal,Bangladesh,0,0,home,Friendly,Nepal
2021-03-27,Qatar,Azerbaijan,2,1,home,Friendly,Hungary
2021-03-27,Wales,Mexico,1,0,home,Friendly,Wales
2021-03-27,Republic of Ireland,Luxembourg,0,1,home,FIFA World Cup qualification,Republic of Ireland
2021-03-27,Aruba,Suriname,0,6,home,FIFA World Cup qualification,United States
2021-03-27,British Virgin Islands,Guatemala,0,3,home,FIFA World Cup qualification,Curaçao
2021-03-27,Anguilla,Dominican Republic,0,6,home,FIFA World Cup qualification,United States
2021-03-27,United States Virgin Islands,Antigua and Barbuda,0,3,home,FIFA World Cup qualification,United States Virgin Islands
2021-03-28,Albania,England,0,2,home,FIFA World Cup qualification,Albania
2021-03-28,Poland,Andorra,3,0,home,FIFA World Cup qualification,Poland
2021-03-28,San Marino,Hungary,0,3,home,FIFA World Cup qualification,San Marino
2021-03-28,Armenia,Iceland,2,0,home,FIFA World Cup qualification,Armenia
2021-03-28,North Macedonia,Liechtenstein,5,0,home,FIFA World Cup qualification,North Macedonia
2021-03-28,Namibia,Guinea,2,1,home,African Cup of Nations qualification,Namibia
2021-03-28,Mali,Chad,3,0,home,African Cup of Nations qualification,Mali
2021-03-28,Ghana,São Tomé and Príncipe,3,1,home,African Cup of Nations qualification,Ghana
2021-03-28,Sudan,South Africa,2,0,home,African Cup of Nations qualification,Sudan
2021-03-28,Tunisia,Equatorial Guinea,2,1,home,African Cup of Nations qualification,Tunisia
2021-03-28,Tanzania,Libya,1,0,home,African Cup of Nations qualification,Tanzania
2021-03-28,Romania,Germany,0,1,home,FIFA World Cup qualification,Romania
2021-03-28,Austria,Faroe Islands,3,1,home,FIFA World Cup qualification,Austria
2021-03-28,Israel,Scotland,1,1,home,FIFA World Cup qualification,Israel
2021-03-28,Montserrat,El Salvador,1,1,home,FIFA World Cup qualification,Curaçao
2021-03-28,Greece,Honduras,2,1,home,Friendly,Greece
2021-03-28,Northern Ireland,United States,1,2,home,Friendly,Northern Ireland
2021-03-28,Denmark,Moldova,8,0,home,FIFA World Cup qualification,Denmark
2021-03-28,Cuba,Curaçao,1,2,home,FIFA World Cup qualification,Guatemala
2021-03-28,Dominica,Panama,1,2,home,FIFA World Cup qualification,Dominican Republic
2021-03-28,Ukraine,Finland,1,1,home,FIFA World Cup qualification,Ukraine
2021-03-28,Georgia,Spain,1,2,home,FIFA World Cup qualification,Georgia
2021-03-28,Kosovo,Sweden,0,3,home,FIFA World Cup qualification,Kosovo
2021-03-28,Switzerland,Lithuania,1,0,home,FIFA World Cup qualification,Switzerland
2021-03-28,Bulgaria,Italy,0,2,home,FIFA World Cup qualification,Bulgaria
2021-03-28,Kazakhstan,France,0,2,home,FIFA World Cup qualification,Kazakhstan
2021-03-28,Puerto Rico,Trinidad and Tobago,1,1,home,FIFA World Cup qualification,Puerto Rico
2021-03-29,United Arab Emirates,India,6,0,home,Friendly,United Arab Emirates
2021-03-29,Zimbabwe,Zambia,0,2,home,African Cup of Nations qualification,Zimbabwe
2021-03-29,Algeria,Botswana,5,0,home,African Cup of Nations qualification,Algeria
2021-03-29,Egypt,Comoros,4,0,home,African Cup of Nations qualification,Egypt
2021-03-29,Togo,Kenya,1,2,home,African Cup of Nations qualification,Togo
2021-03-29,DR Congo,Gambia,1,0,home,African Cup of Nations qualification,DR Congo
2021-03-29,Angola,Gabon,2,0,home,African Cup of Nations qualification,Angola
2021-03-29,Burkina Faso,South Sudan,1,0,home,African Cup of Nations qualification,Burkina Faso
2021-03-29,Ecuador,Bolivia,2,1,home,Friendly,Ecuador
2021-03-29,Kuwait,Lebanon,1,1,home,Friendly,United Arab Emirates
2021-03-29,Malawi,Uganda,1,0,home,African Cup of Nations qualification,Malawi
2021-03-29,Uzbekistan,Iraq,0,1,home,Friendly,Uzbekistan
2021-03-29,Cayman Islands,Canada,0,11,home,FIFA World Cup qualification,United States
2021-03-29,Nepal,Bangladesh,2,1,home,Friendly,Nepal
2021-03-30,Cyprus,Slovenia,1,0,home,FIFA World Cup qualification,Cyprus
2021-03-30,Croatia,Malta,3,0,home,FIFA World Cup qualification,Croatia
2021-03-30,Slovakia,Russia,2,1,home,FIFA World Cup qualification,Slovakia
2021-03-30,Saudi Arabia,Palestine,5,0,home,FIFA World Cup qualification,Saudi Arabia
2021-03-30,Japan,Mongolia,14,0,home,FIFA World Cup qualification,Japan
2021-03-30,Central African Republic,Mauritania,0,1,home,African Cup of Nations qualification,Central African Republic
2021-03-30,Cameroon,Rwanda,0,0,home,African Cup of Nations qualification,Cameroon
2021-03-30,Mozambique,Cape Verde,0,1,home,African Cup of Nations qualification,Mozambique
2021-03-30,Turkey,Latvia,3,3,home,FIFA World Cup qualification,Turkey
2021-03-30,Senegal,Eswatini,1,1,home,African Cup of Nations qualification,Senegal
2021-03-30,Ivory Coast,Ethiopia,3,1,home,African Cup of Nations qualification,Ivory Coast
2021-03-30,Madagascar,Niger,0,0,home,African Cup of Nations qualification,Madagascar
2021-03-30,Nigeria,Lesotho,3,0,home,African Cup of Nations qualification,Nigeria
2021-03-30,Morocco,Burundi,1,0,home,African Cup of Nations qualification,Morocco
2021-03-30,Guinea-Bissau,Congo,3,0,home,African Cup of Nations qualification,Guinea-Bissau
2021-03-30,Montenegro,Norway,0,1,home,FIFA World Cup qualification,Montenegro
2021-03-30,Belgium,Belarus,8,0,home,FIFA World Cup qualification,Belgium
2021-03-30,Bahrain,Jordan,1,2,home,Friendly,Bahrain
2021-03-30,Costa Rica,Mexico,0,1,home,Friendly,Austria
2021-03-30,Gibraltar,Netherlands,0,7,home,FIFA World Cup qualification,Gibraltar
2021-03-30,Republic of Ireland,Qatar,1,1,home,Friendly,Hungary
2021-03-30,Grenada,United States Virgin Islands,1,0,home,FIFA World Cup qualification,Grenada
2021-03-30,Bermuda,Aruba,5,0,home,FIFA World Cup qualification,United States
2021-03-30,Iran,Syria,3,0,home,Friendly,Iran
2021-03-30,Barbados,Anguilla,1,0,home,FIFA World Cup qualification,Dominican Republic
2021-03-30,Belize,Turks and Caicos Islands,5,0,home,FIFA World Cup qualification,Dominican Republic
2021-03-30,Guyana,Bahamas,4,0,home,FIFA World Cup qualification,Dominican Republic
2021-03-30,Azerbaijan,Serbia,1,2,home,FIFA World Cup qualification,Azerbaijan
2021-03-30,Luxembourg,Portugal,1,3,home,FIFA World Cup qualification,Luxembourg
2021-03-30,Wales,Czech Republic,1,0,home,FIFA World Cup qualification,Wales
2021-03-30,Saint Vincent and the Grenadines,British Virgin Islands,3,0,home,FIFA World Cup qualification,Curaçao
2021-03-31,Moldova,Israel,1,4,home,FIFA World Cup qualification,Moldova
2021-03-31,Liechtenstein,Iceland,1,4,home,FIFA World Cup qualification,Liechtenstein
2021-03-31,Germany,North Macedonia,1,2,home,FIFA World Cup qualification,Germany
2021-03-31,Armenia,Romania,3,2,home,FIFA World Cup qualification,Armenia
2021-03-31,San Marino,Albania,0,2,home,FIFA World Cup qualification,San Marino
2021-03-31,Andorra,Hungary,1,4,home,FIFA World Cup qualification,Andorra
2021-03-31,England,Poland,2,1,home,FIFA World Cup qualification,England
2021-03-31,Austria,Denmark,0,4,home,FIFA World Cup qualification,Austria
2021-03-31,Northern Ireland,Bulgaria,0,0,home,FIFA World Cup qualification,Northern Ireland
2021-03-31,Ukraine,Kazakhstan,1,1,home,FIFA World Cup qualification,Ukraine
2021-03-31,Bosnia and Herzegovina,France,0,1,home,FIFA World Cup qualification,Bosnia and Herzegovina
2021-03-31,Lithuania,Italy,0,2,home,FIFA World Cup qualification,Lithuania
2021-03-31,Scotland,Faroe Islands,4,0,home,FIFA World Cup qualification,Scotland
2021-03-31,Greece,Georgia,1,1,home,FIFA World Cup qualification,Greece
2021-03-31,Spain,Kosovo,3,1,home,FIFA World Cup qualification,Spain
2021-03-31,Switzerland,Finland,3,2,home,Friendly,Switzerland
2021-03-31,Sweden,Estonia,1,0,home,Friendly,Sweden
2021-05-23,Ukraine,Bahrain,1,1,home,Friendly,Ukraine
2021-05-24,Iraq,Tajikistan,0,0,home,Friendly,Iraq
2021-05-24,United Arab Emirates,Jordan,5,1,home,Friendly,United Arab Emirates
2021-05-25,Indonesia,Afghanistan,2,3,home,Friendly,United Arab Emirates
2021-05-25,Oman,Thailand,1,0,home,Friendly,United Arab Emirates
2021-05-27,Turkey,Azerbaijan,2,1,home,Friendly,Turkey
2021-05-28,Japan,Myanmar,10,0,home,FIFA World Cup qualification,Japan
2021-05-28,Italy,San Marino,7,0,home,Friendly,Italy
2021-05-28,Bahrain,Malaysia,2,0,home,Friendly,Bahrain
2021-05-29,Indonesia,Oman,1,3,home,Friendly,United Arab Emirates
2021-05-29,Iraq,Nepal,6,2,home,Friendly,Iraq
2021-05-29,Mexico,Iceland,2,1,home,Friendly,United States
2021-05-29,Singapore,Afghanistan,1,1,home,Friendly,United Arab Emirates
2021-05-29,Sweden,Finland,2,0,home,Friendly,Sweden
2021-05-29,Thailand,Tajikistan,2,2,home,Friendly,United Arab Emirates
2021-05-30,Malta,Northern Ireland,0,3,home,Friendly,Austria
2021-05-30,Switzerland,United States,2,1,home,Friendly,Switzerland
2021-05-30,China,Guam,7,0,home,FIFA World Cup qualification,China
2021-05-31,Jordan,Vietnam,1,1,home,Friendly,United Arab Emirates
2021-05-31,Turkey,Guinea,0,0,home,Friendly,Turkey
2021-06-01,Lithuania,Estonia,0,1,home,Baltic Cup,Lithuania
2021-06-01,Slovakia,Bulgaria,1,1,home,Friendly,Austria
2021-06-01,Poland,Russia,1,1,home,Friendly,Poland
2021-06-01,Croatia,Armenia,1,1,home,Friendly,Croatia
2021-06-01,Kosovo,San Marino,4,1,home,Friendly,Kosovo
2021-06-01,North Macedonia,Slovenia,1,1,home,Friendly,North Macedonia
2021-06-02,Puerto Rico,Bahamas,7,0,home,FIFA World Cup qualification,Puerto Rico
2021-06-02,Dominica,Anguilla,3,0,home,FIFA World Cup qualification,Dominican Republic
2021-06-02,Cuba,British Virgin Islands,5,0,home,FIFA World Cup qualification,Guatemala
2021-06-02,Montserrat,United States Virgin Islands,4,0,home,FIFA World Cup qualification,Dominican Republic
2021-06-02,Romania,Georgia,1,2,home,Friendly,Romania
2021-06-02,Norway,Luxembourg,1,0,home,Friendly,Spain
2021-06-02,Cayman Islands,Aruba,1,3,home,FIFA World Cup qualification,United States
2021-06-02,Mozambique,Lesotho,5,0,home,Friendly,Mozambique
2021-06-02,Germany,Denmark,1,1,home,Friendly,Austria
2021-06-02,France,Wales,3,0,home,Friendly,France
2021-06-02,England,Austria,1,0,home,Friendly,England
2021-06-02,Bosnia and Herzegovina,Montenegro,0,0,home,Friendly,Bosnia and Herzegovina
2021-06-02,Belarus,Azerbaijan,1,2,home,Friendly,Belarus
2021-06-02,Netherlands,Scotland,2,2,home,Friendly,Portugal
2021-06-03,United Arab Emirates,Malaysia,4,0,home,FIFA World Cup qualification,United Arab Emirates
2021-06-03,Thailand,Indonesia,2,2,home,FIFA World Cup qualification,United Arab Emirates
2021-06-03,Bolivia,Venezuela,3,1,home,FIFA World Cup qualification,Bolivia
2021-06-03,Uruguay,Paraguay,0,0,home,FIFA World Cup qualification,Uruguay
2021-06-03,Kuwait,Australia,0,3,home,FIFA World Cup qualification,Kuwait
2021-06-03,Peru,Colombia,0,3,home,FIFA World Cup qualification,Peru
2021-06-03,Qatar,India,1,0,home,FIFA World Cup qualification,Qatar
2021-06-03,Bangladesh,Afghanistan,1,1,home,FIFA World Cup qualification,Qatar
2021-06-03,Argentina,Chile,1,1,home,FIFA World Cup qualification,Argentina
2021-06-03,Palestine,Singapore,4,0,home,FIFA World Cup qualification,Saudi Arabia
2021-06-03,Algeria,Mauritania,4,1,home,Friendly,Algeria
2021-06-03,Iran,Hong Kong,3,1,home,FIFA World Cup qualification,Iran
2021-06-03,Andorra,Republic of Ireland,1,4,home,Friendly,Andorra
2021-06-03,Belgium,Greece,1,1,home,Friendly,Belgium
2021-06-03,Switzerland,Liechtenstein,7,0,home,Friendly,Switzerland
2021-06-03,Turkey,Moldova,2,0,home,Friendly,Germany
2021-06-03,Bahrain,Cambodia,8,0,home,FIFA World Cup qualification,Bahrain
2021-06-03,Mexico,Costa Rica,0,0,home,CONCACAF Nations League,United States
2021-06-03,United States,Honduras,1,0,home,CONCACAF Nations League,United States
2021-06-03,Nepal,Taiwan,2,0,home,FIFA World Cup qualification,Kuwait
2021-06-03,Ukraine,Northern Ireland,1,0,home,Friendly,Ukraine
2021-06-04,Latvia,Lithuania,3,1,home,Baltic Cup,Latvia
2021-06-04,Saint Kitts and Nevis,Guyana,3,0,home,FIFA World Cup qualification,Saint Kitts and Nevis
2021-06-04,Nicaragua,Belize,3,0,home,FIFA World Cup qualification,Nicaragua
2021-06-04,Dominican Republic,Barbados,1,1,home,FIFA World Cup qualification,Dominican Republic
2021-06-04,Guatemala,Saint Vincent and the Grenadines,10,0,home,FIFA World Cup qualification,Guatemala
2021-06-04,Suriname,Bermuda,6,0,home,FIFA World Cup qualification,Suriname
2021-06-04,Antigua and Barbuda,Grenada,1,0,home,FIFA World Cup qualification,Antigua and Barbuda
2021-06-04,Maldives,Syria,0,4,home,FIFA World Cup qualification,United Arab Emirates
2021-06-04,Brazil,Ecuador,2,0,home,FIFA World Cup qualification,Brazil
2021-06-04,Slovenia,Gibraltar,6,0,home,Friendly,Slovenia
2021-06-04,Rwanda,Central African Republic,2,0,home,Friendly,Rwanda
2021-06-04,North Macedonia,Kazakhstan,4,0,home,Friendly,North Macedonia
2021-06-04,Nigeria,Cameroon,0,1,home,Friendly,Austria
2021-06-04,Kosovo,Malta,2,1,home,Friendly,Austria
2021-06-04,Italy,Czech Republic,4,0,home,Friendly,Italy
2021-06-04,Hungary,Cyprus,1,0,home,Friendly,Hungary
2021-06-04,Finland,Estonia,0,1,home,Friendly,Finland
2021-06-04,Faroe Islands,Iceland,0,1,home,Friendly,Faroe Islands
2021-06-04,Spain,Portugal,0,0,home,Friendly,Spain
2021-06-05,South Korea,Turkmenistan,5,0,home,FIFA World Cup qualification,South Korea
2021-06-05,United States Virgin Islands,El Salvador,0,7,home,FIFA World Cup qualification,United States Virgin Islands
2021-06-05,Aruba,Canada,0,7,home,FIFA World Cup qualification,United States
2021-06-05,Lebanon,Sri Lanka,3,2,home,FIFA World Cup qualification,South Korea
2021-06-05,Panama,Anguilla,13,0,home,FIFA World Cup qualification,Panama
2021-06-05,Bahamas,Trinidad and Tobago,0,0,home,FIFA World Cup qualification,Bahamas
2021-06-05,Turks and Caicos Islands,Haiti,0,10,home,FIFA World Cup qualification,Turks and Caicos Islands
2021-06-05,British Virgin Islands,Curaçao,0,8,home,FIFA World Cup qualification,Guatemala
2021-06-05,Saudi Arabia,Yemen,3,0,home,FIFA World Cup qualification,Saudi Arabia
2021-06-05,Ivory Coast,Burkina Faso,2,1,home,Friendly,Ivory Coast
2021-06-05,Tunisia,DR Congo,1,0,home,Friendly,Tunisia
2021-06-05,Sweden,Armenia,3,1,home,Friendly,Sweden
2021-06-05,Senegal,Zambia,3,1,home,Friendly,Senegal
2021-06-05,Russia,Bulgaria,1,0,home,Friendly,Russia
2021-06-05,Niger,Gambia,0,2,home,Friendly,Turkey
2021-06-05,Montenegro,Israel,1,3,home,Friendly,Montenegro
2021-06-05,Guinea,Togo,0,2,home,Friendly,Turkey
2021-06-05,Wales,Albania,0,0,home,Friendly,Wales
2021-06-06,United States,Mexico,3,2,home,CONCACAF Nations League,United States
2021-06-06,Honduras,Costa Rica,2,2,home,CONCACAF Nations League,United States
2021-06-06,Norway,Greece,1,2,home,Friendly,Spain
2021-06-06,Netherlands,Georgia,3,0,home,Friendly,Netherlands
2021-06-06,Moldova,Azerbaijan,1,0,home,Friendly,Moldova
2021-06-06,Luxembourg,Scotland,0,1,home,Friendly,Luxembourg
2021-06-06,England,Romania,1,0,home,Friendly,England
2021-06-06,Denmark,Bosnia and Herzegovina,2,0,home,Friendly,Denmark
2021-06-06,Belgium,Croatia,1,0,home,Friendly,Belgium
2021-06-06,Austria,Slovakia,0,0,home,Friendly,Austria
2021-06-06,Algeria,Mali,1,0,home,Friendly,Algeria
2021-06-07,Qatar,Oman,1,0,home,FIFA World Cup qualification,Qatar
2021-06-07,Bahrain,Iran,0,3,home,FIFA World Cup qualification,Bahrain
2021-06-07,Vietnam,Indonesia,4,0,home,FIFA World Cup qualification,United Arab Emirates
2021-06-07,United Arab Emirates,Thailand,3,1,home,FIFA World Cup qualification,United Arab Emirates
2021-06-07,Japan,Tajikistan,4,1,home,FIFA World Cup qualification,Japan
2021-06-07,Kyrgyzstan,Mongolia,0,1,home,FIFA World Cup qualification,Japan
2021-06-07,Bangladesh,India,0,2,home,FIFA World Cup qualification,Qatar
2021-06-07,Uzbekistan,Singapore,5,0,home,FIFA World Cup qualification,Saudi Arabia
2021-06-07,Iraq,Cambodia,4,1,home,FIFA World Cup qualification,Iran
2021-06-07,Guam,Syria,0,3,home,FIFA World Cup qualification,United Arab Emirates
2021-06-07,Nepal,Jordan,0,3,home,FIFA World Cup qualification,Kuwait
2021-06-07,China,Philippines,2,0,home,FIFA World Cup qualification,United Arab Emirates
2021-06-07,Ukraine,Cyprus,4,0,home,Friendly,Ukraine
2021-06-07,Serbia,Jamaica,1,1,home,Friendly,Japan
2021-06-07,Rwanda,Central African Republic,5,0,home,Friendly,Rwanda
2021-06-07,Germany,Latvia,7,1,home,Friendly,Germany
2021-06-07,Faroe Islands,Liechtenstein,5,1,home,Friendly,Faroe Islands
2021-06-07,Andorra,Gibraltar,0,0,home,Friendly,Andorra
2021-06-07,Australia,Taiwan,5,1,home,FIFA World Cup qualification,Kuwait
2021-06-08,Saint Vincent and the Grenadines,Cuba,0,1,home,FIFA World Cup qualification,Grenada
2021-06-08,Curaçao,Guatemala,0,0,home,FIFA World Cup qualification,Curaçao
2021-06-08,Barbados,Dominica,1,1,home,FIFA World Cup qualification,Dominican Republic
2021-06-08,Panama,Dominican Republic,3,0,home,FIFA World Cup qualification,Panama
2021-06-08,Haiti,Nicaragua,1,0,home,FIFA World Cup qualification,Haiti
2021-06-08,Guyana,Puerto Rico,0,2,home,FIFA World Cup qualification,Saint Kitts and Nevis
2021-06-08,Chile,Bolivia,1,1,home,FIFA World Cup qualification,Chile
2021-06-08,Ecuador,Peru,1,2,home,FIFA World Cup qualification,Ecuador
2021-06-08,Colombia,Argentina,2,2,home,FIFA World Cup qualification,Colombia
2021-06-08,Venezuela,Uruguay,0,0,home,FIFA World Cup qualification,Venezuela
2021-06-08,Paraguay,Brazil,0,2,home,FIFA World Cup qualification,Paraguay
2021-06-08,Bermuda,Cayman Islands,1,1,home,FIFA World Cup qualification,United States
2021-06-08,Trinidad and Tobago,Saint Kitts and Nevis,2,0,home,FIFA World Cup qualification,Dominican Republic
2021-06-08,Canada,Suriname,4,0,home,FIFA World Cup qualification,United States
2021-06-08,Czech Republic,Albania,3,1,home,Friendly,Czech Republic
2021-06-08,Grenada,Montserrat,1,2,home,FIFA World Cup qualification,Grenada
2021-06-08,Spain,Lithuania,4,0,home,Friendly,Spain
2021-06-08,Senegal,Cape Verde,2,0,home,Friendly,Senegal
2021-06-08,Poland,Iceland,2,2,home,Friendly,Poland
2021-06-08,Mozambique,Eswatini,1,1,home,Friendly,Mozambique
2021-06-08,Morocco,Ghana,1,0,home,Friendly,Morocco
2021-06-08,Kosovo,Guinea,1,2,home,Friendly,Turkey
2021-06-08,Hungary,Republic of Ireland,0,0,home,Friendly,Hungary
2021-06-08,Gambia,Togo,1,0,home,Friendly,Turkey
2021-06-08,France,Bulgaria,3,0,home,Friendly,France
2021-06-08,Cameroon,Nigeria,0,0,home,Friendly,Austria
2021-06-08,Benin,Zambia,2,2,home,Friendly,Benin
