date,team,opponent,goals_for,goals_against,match_type,tournament,country
2021-10-09,Senegal,Namibia,4,1,home,FIFA World Cup qualification,Senegal
2021-10-09,Ethiopia,South Africa,1,3,home,FIFA World Cup qualification,Ethiopia
2021-10-09,Ghana,Zimbabwe,3,1,home,FIFA World Cup qualification,Ghana
2021-10-09,Togo,Congo,1,1,home,FIFA World Cup qualification,Togo
2021-10-09,Guinea,Sudan,2,2,home,FIFA World Cup qualification,Morocco
2021-10-09,Poland,San Marino,5,0,home,FIFA World Cup qualification,Poland
2021-10-09,Portugal,Qatar,3,0,home,Friendly,Portugal
2021-10-09,Uzbekistan,Malaysia,5,1,home,Friendly,Jordan
2021-10-09,Guam,Cambodia,0,1,home,AFC Asian Cup qualification,Bahrain
2021-10-09,Morocco,Guinea-Bissau,3,0,home,FIFA World Cup qualification,Morocco
2021-10-09,Gambia,Sierra Leone,1,2,home,Friendly,Morocco
2021-10-09,Hungary,Albania,0,1,home,FIFA World Cup qualification,Hungary
2021-10-09,Curaçao,New Zealand,1,2,home,Friendly,Bahrain
2021-10-09,Moldova,Denmark,0,4,home,FIFA World Cup qualification,Moldova
2021-10-09,Azerbaijan,Republic of Ireland,0,3,home,FIFA World Cup qualification,Azerbaijan
2021-10-09,Sweden,Kosovo,3,0,home,FIFA World Cup qualification,Sweden
2021-10-09,Georgia,Greece,0,2,home,FIFA World Cup qualification,Georgia
2021-10-09,Lithuania,Bulgaria,3,1,home,FIFA World Cup qualification,Lithuania
2021-10-09,Andorra,England,0,5,home,FIFA World Cup qualification,Andorra
2021-10-09,Luxembourg,Serbia,0,1,home,FIFA World Cup qualification,Luxembourg
2021-10-09,Finland,Ukraine,1,2,home,FIFA World Cup qualification,Finland
2021-10-09,Kazakhstan,Bosnia and Herzegovina,0,2,home,FIFA World Cup qualification,Kazakhstan
2021-10-09,Scotland,Israel,3,2,home,FIFA World Cup qualification,Scotland
2021-10-09,Faroe Islands,Austria,0,2,home,FIFA World Cup qualification,Faroe Islands
2021-10-09,Switzerland,Northern Ireland,2,0,home,FIFA World Cup qualification,Switzerland
2021-10-10,Bolivia,Peru,1,0,home,FIFA World Cup qualification,Bolivia
2021-10-10,Spain,France,1,2,home,UEFA Nations League,Italy
2021-10-10,Italy,Belgium,2,1,home,UEFA Nations League,Italy
2021-10-10,Nepal,India,0,1,home,SAFF Cup,Maldives
2021-10-10,Maldives,Sri Lanka,1,0,home,SAFF Cup,Maldives
2021-10-10,Chile,Paraguay,2,0,home,FIFA World Cup qualification,Chile
2021-10-10,Argentina,Uruguay,3,0,home,FIFA World Cup qualification,Argentina
2021-10-10,Venezuela,Ecuador,2,1,home,FIFA World Cup qualification,Venezuela
2021-10-10,Colombia,Brazil,0,0,home,FIFA World Cup qualification,Colombia
2021-10-10,Madagascar,DR Congo,1,0,home,FIFA World Cup qualification,Madagascar
2021-10-10,Kenya,Mali,0,1,home,FIFA World Cup qualification,Kenya
2021-10-10,Uganda,Rwanda,1,0,home,FIFA World Cup qualification,Uganda
2021-10-10,Costa Rica,El Salvador,2,1,home,FIFA World Cup qualification,Costa Rica
2021-10-10,Benin,Tanzania,0,1,home,FIFA World Cup qualification,Benin
2021-10-10,Panama,United States,1,0,home,FIFA World Cup qualification,Panama
2021-10-10,Mexico,Honduras,3,0,home,FIFA World Cup qualification,Mexico
2021-10-10,Jamaica,Canada,0,0,home,FIFA World Cup qualification,Jamaica
2021-10-10,Mauritania,Tunisia,0,0,home,FIFA World Cup qualification,Mauritania
2021-10-10,Central African Republic,Nigeria,0,2,home,FIFA World Cup qualification,Cameroon
2021-10-10,Cape Verde,Liberia,1,0,home,FIFA World Cup qualification,Cape Verde
2021-10-10,Zambia,Equatorial Guinea,1,1,home,FIFA World Cup qualification,Zambia
2021-10-11,North Macedonia,Germany,0,4,home,FIFA World Cup qualification,North Macedonia
2021-10-11,Taiwan,Indonesia,0,3,home,AFC Asian Cup qualification,Thailand
2021-10-11,Gabon,Angola,2,0,home,FIFA World Cup qualification,Gabon
2021-10-11,Ivory Coast,Malawi,2,1,home,FIFA World Cup qualification,Benin
2021-10-11,Mozambique,Cameroon,0,1,home,FIFA World Cup qualification,Morocco
2021-10-11,Burkina Faso,Djibouti,2,0,home,FIFA World Cup qualification,Morocco
2021-10-11,Romania,Armenia,1,0,home,FIFA World Cup qualification,Romania
2021-10-11,Iceland,Liechtenstein,4,0,home,FIFA World Cup qualification,Iceland
2021-10-11,Libya,Egypt,0,3,home,FIFA World Cup qualification,Libya
2021-10-11,Croatia,Slovakia,2,2,home,FIFA World Cup qualification,Croatia
2021-10-11,Cyprus,Malta,2,2,home,FIFA World Cup qualification,Cyprus
2021-10-11,Latvia,Turkey,1,2,home,FIFA World Cup qualification,Latvia
2021-10-11,Norway,Montenegro,2,0,home,FIFA World Cup qualification,Norway
2021-10-11,Netherlands,Gibraltar,6,0,home,FIFA World Cup qualification,Netherlands
2021-10-11,Estonia,Wales,0,1,home,FIFA World Cup qualification,Estonia
2021-10-11,Belarus,Czech Republic,0,2,home,FIFA World Cup qualification,Russia
2021-10-11,Slovenia,Russia,1,2,home,FIFA World Cup qualification,Slovenia
2021-10-12,England,Hungary,1,1,home,FIFA World Cup qualification,England
2021-10-12,Albania,Poland,0,1,home,FIFA World Cup qualification,Albania
2021-10-12,Niger,Algeria,0,4,home,FIFA World Cup qualification,Niger
2021-10-12,Zimbabwe,Ghana,0,1,home,FIFA World Cup qualification,Zimbabwe
2021-10-12,South Africa,Ethiopia,1,0,home,FIFA World Cup qualification,South Africa
2021-10-12,Namibia,Senegal,1,3,home,FIFA World Cup qualification,South Africa
2021-10-12,Jordan,Uzbekistan,3,0,home,Friendly,Jordan
2021-10-12,Bahrain,New Zealand,0,1,home,Friendly,Bahrain
2021-10-12,Israel,Moldova,2,1,home,FIFA World Cup qualification,Israel
2021-10-12,Republic of Ireland,Qatar,4,0,home,Friendly,Republic of Ireland
2021-10-12,South Sudan,Gambia,1,2,home,Friendly,Morocco
2021-10-12,Cambodia,Guam,2,1,home,AFC Asian Cup qualification,Bahrain
2021-10-12,Morocco,Guinea,4,1,home,FIFA World Cup qualification,Morocco
2021-10-12,Congo,Togo,1,2,home,FIFA World Cup qualification,Congo
2021-10-12,Denmark,Austria,1,0,home,FIFA World Cup qualification,Denmark
2021-10-12,San Marino,Andorra,0,3,home,FIFA World Cup qualification,San Marino
2021-10-12,Ukraine,Bosnia and Herzegovina,1,1,home,FIFA World Cup qualification,Ukraine
2021-10-12,Faroe Islands,Scotland,0,1,home,FIFA World Cup qualification,Faroe Islands
2021-10-12,Iran,South Korea,1,1,home,FIFA World Cup qualification,Iran
2021-10-12,Syria,Lebanon,2,3,home,FIFA World Cup qualification,Jordan
2021-10-12,United Arab Emirates,Iraq,2,2,home,FIFA World Cup qualification,United Arab Emirates
2021-10-12,Japan,Australia,2,1,home,FIFA World Cup qualification,Japan
2021-10-12,Oman,Vietnam,3,1,home,FIFA World Cup qualification,Oman
2021-10-12,Saudi Arabia,China,3,2,home,FIFA World Cup qualification,Saudi Arabia
2021-10-12,Serbia,Azerbaijan,3,1,home,FIFA World Cup qualification,Serbia
2021-10-12,Kosovo,Georgia,1,2,home,FIFA World Cup qualification,Kosovo
2021-10-12,Sweden,Greece,2,0,home,FIFA World Cup qualification,Sweden
2021-10-12,Bulgaria,Northern Ireland,2,1,home,FIFA World Cup qualification,Bulgaria
2021-10-12,Lithuania,Switzerland,0,4,home,FIFA World Cup qualification,Lithuania
2021-10-12,Kazakhstan,Finland,0,2,home,FIFA World Cup qualification,Kazakhstan
2021-10-12,Portugal,Luxembourg,5,0,home,FIFA World Cup qualification,Portugal
2021-10-13,Bangladesh,Nepal,1,1,home,SAFF Cup,Maldives
2021-10-13,Maldives,India,1,3,home,SAFF Cup,Maldives
2021-10-13,El Salvador,Mexico,0,2,home,FIFA World Cup qualification,El Salvador
2021-10-13,Honduras,Jamaica,0,2,home,FIFA World Cup qualification,Honduras
2021-10-13,United States,Costa Rica,2,1,home,FIFA World Cup qualification,United States
2021-10-13,Canada,Panama,4,1,home,FIFA World Cup qualification,Canada
2021-10-14,Bolivia,Paraguay,4,0,home,FIFA World Cup qualification,Bolivia
2021-10-14,Colombia,Ecuador,0,0,home,FIFA World Cup qualification,Colombia
2021-10-14,Argentina,Peru,1,0,home,FIFA World Cup qualification,Argentina
2021-10-14,Brazil,Uruguay,4,1,home,FIFA World Cup qualification,Brazil
2021-10-14,Chile,Venezuela,3,0,home,FIFA World Cup qualification,Chile
2021-10-16,India,Nepal,3,0,home,SAFF Cup,Maldives
2021-10-27,Mexico,Ecuador,2,3,home,Friendly,United States
2021-11-05,El Salvador,Bolivia,0,1,home,Friendly,United States
2021-11-09,Sri Lanka,Maldives,4,4,home,Mahinda Rajapaksa Cup,Sri Lanka
2021-11-10,Nicaragua,Cuba,0,3,home,Friendly,Nicaragua
2021-11-10,Bangladesh,Seychelles,1,1,home,Mahinda Rajapaksa Cup,Sri Lanka
2021-11-10,Kosovo,Jordan,0,2,home,Friendly,Kosovo
2021-11-11,Brazil,Colombia,1,0,home,FIFA World Cup qualification,Brazil
2021-11-11,Peru,Bolivia,3,0,home,FIFA World Cup qualification,Peru
2021-11-11,Paraguay,Chile,0,1,home,FIFA World Cup qualification,Paraguay
2021-11-11,Ecuador,Venezuela,1,0,home,FIFA World Cup qualification,Ecuador
2021-11-11,Romania,Iceland,0,0,home,FIFA World Cup qualification,Romania
2021-11-11,Armenia,North Macedonia,0,5,home,FIFA World Cup qualification,Armenia
2021-11-11,Germany,Liechtenstein,9,0,home,FIFA World Cup qualification,Germany
2021-11-11,Slovakia,Slovenia,2,2,home,FIFA World Cup qualification,Slovakia
2021-11-11,Malta,Croatia,1,7,home,FIFA World Cup qualification,Malta
2021-11-11,Russia,Cyprus,6,0,home,FIFA World Cup qualification,Russia
2021-11-11,Greece,Spain,0,1,home,FIFA World Cup qualification,Greece
2021-11-11,Georgia,Sweden,2,0,home,FIFA World Cup qualification,Georgia
2021-11-11,Republic of Ireland,Portugal,0,0,home,FIFA World Cup qualification,Republic of Ireland
2021-11-11,Australia,Saudi Arabia,0,0,home,FIFA World Cup qualification,Australia
2021-11-11,Vietnam,Japan,0,1,home,FIFA World Cup qualification,Vietnam
2021-11-11,Azerbaijan,Luxembourg,1,3,home,FIFA World Cup qualification,Azerbaijan
2021-11-11,South Korea,United Arab Emirates,1,0,home,FIFA World Cup qualification,South Korea
2021-11-11,Czech Republic,Kuwait,7,0,home,Friendly,Czech Republic
2021-11-11,Kyrgyzstan,Singapore,2,1,home,Friendly,United Arab Emirates
2021-11-11,Serbia,Qatar,4,0,home,Friendly,Serbia
2021-11-11,Ukraine,Bulgaria,1,1,home,Friendly,Ukraine
2021-11-11,China,Oman,1,1,home,FIFA World Cup qualification,United Arab Emirates
2021-11-11,Rwanda,Mali,0,3,home,FIFA World Cup qualification,Rwanda
2021-11-11,Ethiopia,Ghana,1,1,home,FIFA World Cup qualification,South Africa
2021-11-11,Uganda,Kenya,1,1,home,FIFA World Cup qualification,Uganda
2021-11-11,Congo,Namibia,1,1,home,FIFA World Cup qualification,Congo
2021-11-11,Togo,Senegal,1,1,home,FIFA World Cup qualification,Togo
2021-11-11,Tanzania,DR Congo,0,3,home,FIFA World Cup qualification,Tanzania
2021-11-11,Benin,Madagascar,2,0,home,FIFA World Cup qualification,Benin
2021-11-11,Lebanon,Iran,1,2,home,FIFA World Cup qualification,Lebanon
2021-11-11,Iraq,Syria,1,1,home,FIFA World Cup qualification,Qatar
2021-11-11,South Africa,Zimbabwe,1,0,home,FIFA World Cup qualification,South Africa
2021-11-12,Northern Ireland,Lithuania,1,0,home,FIFA World Cup qualification,Northern Ireland
2021-11-12,Uruguay,Argentina,0,1,home,FIFA World Cup qualification,Uruguay
2021-11-12,Hungary,San Marino,4,0,home,FIFA World Cup qualification,Hungary
2021-11-12,Andorra,Poland,1,4,home,FIFA World Cup qualification,Andorra
2021-11-12,England,Albania,5,0,home,FIFA World Cup qualification,England
2021-11-12,Denmark,Faroe Islands,3,1,home,FIFA World Cup qualification,Denmark
2021-11-12,Moldova,Scotland,0,2,home,FIFA World Cup qualification,Moldova
2021-11-12,United States,Mexico,2,0,home,FIFA World Cup qualification,United States
2021-11-12,Austria,Israel,4,2,home,FIFA World Cup qualification,Austria
2021-11-12,Honduras,Panama,2,3,home,FIFA World Cup qualification,Honduras
2021-11-12,El Salvador,Jamaica,1,1,home,FIFA World Cup qualification,El Salvador
2021-11-12,Burkina Faso,Niger,1,1,home,FIFA World Cup qualification,Morocco
2021-11-12,Djibouti,Algeria,0,4,home,FIFA World Cup qualification,Egypt
2021-11-12,Gabon,Libya,1,0,home,FIFA World Cup qualification,Gabon
2021-11-12,Angola,Egypt,2,2,home,FIFA World Cup qualification,Angola
2021-11-12,Italy,Switzerland,1,1,home,FIFA World Cup qualification,Italy
2021-11-12,Guinea,Guinea-Bissau,0,0,home,FIFA World Cup qualification,Guinea
2021-11-12,Morocco,Sudan,3,0,home,FIFA World Cup qualification,Morocco
2021-11-12,Canada,Costa Rica,1,0,home,FIFA World Cup qualification,Canada
2021-11-13,Turkey,Gibraltar,6,0,home,FIFA World Cup qualification,Turkey
2021-11-13,Norway,Latvia,0,0,home,FIFA World Cup qualification,Norway
2021-11-13,Belgium,Estonia,3,1,home,FIFA World Cup qualification,Belgium
2021-11-13,France,Kazakhstan,8,0,home,FIFA World Cup qualification,France
2021-11-13,Bosnia and Herzegovina,Finland,1,3,home,FIFA World Cup qualification,Bosnia and Herzegovina
2021-11-13,Ivory Coast,Mozambique,3,0,home,FIFA World Cup qualification,Benin
2021-11-13,Malawi,Cameroon,0,4,home,FIFA World Cup qualification,South Africa
2021-11-13,Liberia,Nigeria,0,2,home,FIFA World Cup qualification,Morocco
2021-11-13,Montenegro,Netherlands,2,2,home,FIFA World Cup qualification,Montenegro
2021-11-13,Equatorial Guinea,Tunisia,1,0,home,FIFA World Cup qualification,Equatorial Guinea
2021-11-13,Cape Verde,Central African Republic,2,1,home,FIFA World Cup qualification,Cape Verde
2021-11-13,Burundi,Myanmar,2,1,home,Friendly,Turkey
2021-11-13,Nicaragua,Cuba,2,0,home,Friendly,Nicaragua
2021-11-13,Wales,Belarus,5,1,home,FIFA World Cup qualification,Wales
2021-11-13,Bangladesh,Maldives,2,1,home,Mahinda Rajapaksa Cup,Sri Lanka
2021-11-13,Sri Lanka,Seychelles,0,1,home,Mahinda Rajapaksa Cup,Sri Lanka
2021-11-13,Zambia,Mauritania,4,0,home,FIFA World Cup qualification,Zambia
2021-11-13,Sierra Leone,Comoros,0,2,home,Friendly,Turkey
2021-11-14,Armenia,Germany,1,4,home,FIFA World Cup qualification,Armenia
2021-11-14,North Macedonia,Iceland,3,1,home,FIFA World Cup qualification,North Macedonia
2021-11-14,Liechtenstein,Romania,0,2,home,FIFA World Cup qualification,Liechtenstein
2021-11-14,Slovenia,Cyprus,2,1,home,FIFA World Cup qualification,Slovenia
2021-11-14,Malta,Slovakia,0,6,home,FIFA World Cup qualification,Malta
2021-11-14,Croatia,Russia,1,0,home,FIFA World Cup qualification,Croatia
2021-11-14,Greece,Kosovo,1,1,home,FIFA World Cup qualification,Greece
2021-11-14,Spain,Sweden,1,0,home,FIFA World Cup qualification,Spain
2021-11-14,Luxembourg,Republic of Ireland,0,3,home,FIFA World Cup qualification,Luxembourg
2021-11-14,Madagascar,Tanzania,1,1,home,FIFA World Cup qualification,Madagascar
2021-11-14,DR Congo,Benin,2,0,home,FIFA World Cup qualification,DR Congo
2021-11-14,Ghana,South Africa,1,0,home,FIFA World Cup qualification,Ghana
2021-11-14,Zimbabwe,Ethiopia,1,1,home,FIFA World Cup qualification,Zimbabwe
2021-11-14,Mali,Uganda,1,0,home,FIFA World Cup qualification,Morocco
2021-11-14,Nicaragua,Cuba,2,0,home,Friendly,Nicaragua
2021-11-14,Azerbaijan,Qatar,2,2,home,Friendly,Azerbaijan
2021-11-14,Portugal,Serbia,1,2,home,FIFA World Cup qualification,Portugal
2021-11-14,Senegal,Congo,2,0,home,FIFA World Cup qualification,Senegal
2021-11-15,Israel,Faroe Islands,3,2,home,FIFA World Cup qualification,Israel
2021-11-15,Albania,Andorra,1,0,home,FIFA World Cup qualification,Albania
2021-11-15,Niger,Djibouti,7,2,home,FIFA World Cup qualification,Niger
2021-11-15,San Marino,England,0,10,home,FIFA World Cup qualification,San Marino
2021-11-15,Austria,Moldova,4,1,home,FIFA World Cup qualification,Austria
2021-11-15,Poland,Hungary,1,2,home,FIFA World Cup qualification,Poland
2021-11-15,Scotland,Denmark,2,0,home,FIFA World Cup qualification,Scotland
2021-11-15,Georgia,Uzbekistan,1,0,home,Friendly,Georgia
2021-11-15,Northern Ireland,Italy,0,0,home,FIFA World Cup qualification,Northern Ireland
2021-11-15,Guinea-Bissau,Sudan,0,0,home,FIFA World Cup qualification,Morocco
2021-11-15,Namibia,Togo,0,1,home,FIFA World Cup qualification,South Africa
2021-11-15,Kenya,Rwanda,2,1,home,FIFA World Cup qualification,Kenya
2021-11-15,Lithuania,Kuwait,1,1,home,Friendly,Lithuania
2021-11-15,Switzerland,Bulgaria,4,0,home,FIFA World Cup qualification,Switzerland
2021-11-16,Vietnam,Saudi Arabia,0,1,home,FIFA World Cup qualification,Vietnam
2021-11-16,Oman,Japan,0,1,home,FIFA World Cup qualification,Oman
2021-11-16,Jamaica,United States,1,1,home,FIFA World Cup qualification,Jamaica
2021-11-16,Canada,Mexico,2,1,home,FIFA World Cup qualification,Canada
2021-11-16,Costa Rica,Honduras,2,1,home,FIFA World Cup qualification,Costa Rica
2021-11-16,Panama,El Salvador,2,1,home,FIFA World Cup qualification,Panama
2021-11-16,Bosnia and Herzegovina,Ukraine,0,2,home,FIFA World Cup qualification,Bosnia and Herzegovina
2021-11-16,Finland,France,0,2,home,FIFA World Cup qualification,Finland
2021-11-16,Gibraltar,Latvia,1,3,home,FIFA World Cup qualification,Gibraltar
2021-11-16,Czech Republic,Estonia,2,0,home,FIFA World Cup qualification,Czech Republic
2021-11-16,China,Australia,1,1,home,FIFA World Cup qualification,United Arab Emirates
2021-11-16,Montenegro,Turkey,1,2,home,FIFA World Cup qualification,Montenegro
2021-11-16,Netherlands,Norway,2,0,home,FIFA World Cup qualification,Netherlands
2021-11-16,Venezuela,Peru,1,2,home,FIFA World Cup qualification,Venezuela
2021-11-16,Colombia,Paraguay,0,0,home,FIFA World Cup qualification,Colombia
2021-11-16,Argentina,Brazil,0,0,home,FIFA World Cup qualification,Argentina
2021-11-16,Chile,Ecuador,0,2,home,FIFA World Cup qualification,Chile
2021-11-16,Wales,Belgium,1,1,home,FIFA World Cup qualification,Wales
2021-11-16,Syria,Iran,0,3,home,FIFA World Cup qualification,Jordan
2021-11-16,Bolivia,Uruguay,3,0,home,FIFA World Cup qualification,Bolivia
2021-11-16,Lebanon,United Arab Emirates,0,1,home,FIFA World Cup qualification,Lebanon
2021-11-16,Bahrain,Kyrgyzstan,4,2,home,Friendly,Bahrain
2021-11-16,Belarus,Jordan,1,0,home,Friendly,Belarus
2021-11-16,Kazakhstan,Tajikistan,1,0,home,Friendly,Kazakhstan
2021-11-16,New Zealand,Gambia,2,0,home,Friendly,United Arab Emirates
2021-11-16,Indonesia,Afghanistan,0,1,home,Friendly,Turkey
2021-11-16,Sri Lanka,Bangladesh,2,1,home,Mahinda Rajapaksa Cup,Sri Lanka
2021-11-16,Algeria,Burkina Faso,2,2,home,FIFA World Cup qualification,Algeria
2021-11-16,Mauritania,Equatorial Guinea,1,1,home,FIFA World Cup qualification,Mauritania
2021-11-16,Maldives,Seychelles,0,0,home,Mahinda Rajapaksa Cup,Sri Lanka
2021-11-16,Liberia,Central African Republic,3,1,home,FIFA World Cup qualification,Morocco
2021-11-16,Nigeria,Cape Verde,1,1,home,FIFA World Cup qualification,Nigeria
2021-11-16,Mozambique,Malawi,1,0,home,FIFA World Cup qualification,Benin
2021-11-16,Cameroon,Ivory Coast,1,0,home,FIFA World Cup qualification,Cameroon
2021-11-16,Egypt,Gabon,2,1,home,FIFA World Cup qualification,Egypt
2021-11-16,Libya,Angola,1,1,home,FIFA World Cup qualification,Libya
2021-11-16,Morocco,Guinea,3,0,home,FIFA World Cup qualification,Morocco
2021-11-16,Tunisia,Zambia,3,1,home,FIFA World Cup qualification,Tunisia
2021-11-16,Iraq,South Korea,0,3,home,FIFA World Cup qualification,Qatar
2021-11-19,Sri Lanka,Seychelles,3,3,home,Mahinda Rajapaksa Cup,Sri Lanka
2021-11-25,Indonesia,Myanmar,4,1,home,Friendly,Turkey
2021-11-30,United Arab Emirates,Syria,2,1,home,Arab Cup,Qatar
2021-11-30,Iraq,Oman,1,1,home,Arab Cup,Qatar
2021-11-30,Qatar,Bahrain,1,0,home,Arab Cup,Qatar
2021-11-30,Tunisia,Mauritania,5,1,home,Arab Cup,Qatar
2021-12-01,Egypt,Lebanon,1,0,home,Arab Cup,Qatar
2021-12-01,Algeria,Sudan,4,0,home,Arab Cup,Qatar
2021-12-01,Morocco,Palestine,4,0,home,Arab Cup,Qatar
2021-12-01,Saudi Arabia,Jordan,0,1,home,Arab Cup,Qatar
2021-12-03,Bahrain,Iraq,0,0,home,Arab Cup,Qatar
2021-12-03,Qatar,Oman,2,1,home,Arab Cup,Qatar
2021-12-03,Mauritania,United Arab Emirates,0,1,home,Arab Cup,Qatar
2021-12-03,Syria,Tunisia,2,0,home,Arab Cup,Qatar
2021-12-04,El Salvador,Ecuador,1,1,home,Friendly,United States
2021-12-04,Jordan,Morocco,0,4,home,Arab Cup,Qatar
2021-12-04,Palestine,Saudi Arabia,1,1,home,Arab Cup,Qatar
2021-12-04,Lebanon,Algeria,0,2,home,Arab Cup,Qatar
2021-12-04,Sudan,Egypt,0,5,home,Arab Cup,Qatar
2021-12-05,Timor-Leste,Thailand,0,2,home,AFF Championship,Singapore
2021-12-05,Singapore,Myanmar,3,0,home,AFF Championship,Singapore
2021-12-06,Laos,Vietnam,0,2,home,AFF Championship,Singapore
2021-12-06,Cambodia,Malaysia,1,3,home,AFF Championship,Singapore
2021-12-06,Tunisia,United Arab Emirates,1,0,home,Arab Cup,Qatar
2021-12-06,Qatar,Iraq,3,0,home,Arab Cup,Qatar
2021-12-06,Oman,Bahrain,3,0,home,Arab Cup,Qatar
2021-12-06,Syria,Mauritania,1,2,home,Arab Cup,Qatar
2021-12-07,Jordan,Palestine,5,1,home,Arab Cup,Qatar
2021-12-07,Morocco,Saudi Arabia,1,0,home,Arab Cup,Qatar
2021-12-07,Algeria,Egypt,1,1,home,Arab Cup,Qatar
2021-12-07,Lebanon,Sudan,1,0,home,Arab Cup,Qatar
2021-12-08,Mexico,Chile,2,2,home,Friendly,United States
2021-12-08,Myanmar,Timor-Leste,2,0,home,AFF Championship,Singapore
2021-12-08,Singapore,Philippines,2,1,home,AFF Championship,Singapore
2021-12-09,Malaysia,Laos,4,0,home,AFF Championship,Singapore
2021-12-09,Tanzania,Uganda,0,2,home,Friendly,Tanzania
2021-12-09,Indonesia,Cambodia,4,2,home,AFF Championship,Singapore
2021-12-10,Qatar,United Arab Emirates,5,0,home,Arab Cup,Qatar
2021-12-10,Tunisia,Oman,2,1,home,Arab Cup,Qatar
2021-12-11,Thailand,Myanmar,4,0,home,AFF Championship,Singapore
2021-12-11,Timor-Leste,Philippines,0,7,home,AFF Championship,Singapore
2021-12-11,El Salvador,Chile,0,1,home,Friendly,United States
2021-12-11,Egypt,Jordan,3,1,home,Arab Cup,Qatar
2021-12-11,Morocco,Algeria,2,2,home,Arab Cup,Qatar
2021-12-12,Laos,Indonesia,1,5,home,AFF Championship,Singapore
2021-12-12,Vietnam,Malaysia,3,0,home,AFF Championship,Singapore
2021-12-14,Philippines,Thailand,1,2,home,AFF Championship,Singapore
2021-12-14,Singapore,Timor-Leste,2,0,home,AFF Championship,Singapore
2021-12-15,Tunisia,Egypt,1,0,home,Arab Cup,Qatar
2021-12-15,Qatar,Algeria,1,2,home,Arab Cup,Qatar
2021-12-15,Cambodia,Laos,3,0,home,AFF Championship,Singapore
2021-12-15,Indonesia,Vietnam,0,0,home,AFF Championship,Singapore
2021-12-18,Myanmar,Philippines,2,3,home,AFF Championship,Singapore
2021-12-18,Singapore,Thailand,0,2,home,AFF Championship,Singapore
2021-12-18,Tunisia,Algeria,0,2,home,Arab Cup,Qatar
2021-12-18,Qatar,Egypt,0,0,home,Arab Cup,Qatar
2021-12-18,United States,Bosnia and Herzegovina,1,0,home,Friendly,United States
2021-12-19,Vietnam,Cambodia,4,0,home,AFF Championship,Singapore
2021-12-19,Malaysia,Indonesia,1,4,home,AFF Championship,Singapore
2021-12-22,Singapore,Indonesia,1,1,home,AFF Championship,Singapore
2021-12-23,Vietnam,Thailand,0,2,home,AFF Championship,Singapore
2021-12-25,Singapore,Indonesia,2,4,home,AFF Championship,Singapore
2021-12-26,Thailand,Vietnam,0,0,home,AFF Championship,Singapore
2021-12-29,Indonesia,Thailand,0,4,home,AFF Championship,Singapore
2021-12-30,Sudan,Ethiopia,2,3,home,Friendly,Cameroon
2021-12-30,Mauritania,Burkina Faso,0,0,home,Friendly,United Arab Emirates
2021-12-31,Malawi,Comoros,2,1,home,Friendly,Saudi Arabia
2022-01-01,Thailand,Indonesia,2,2,home,AFF Championship,Singapore
2022-01-02,Gabon,Burkina Faso,0,3,home,Friendly,United Arab Emirates
2022-01-02,Sudan,Zimbabwe,0,0,home,Friendly,Cameroon
2022-01-03,Rwanda,Guinea,3,0,home,Friendly,Rwanda
2022-01-04,Mauritania,Gabon,1,1,home,Friendly,United Arab Emirates
2022-01-05,Algeria,Ghana,3,0,home,Friendly,Qatar
2022-01-06,Rwanda,Guinea,0,2,home,Friendly,Rwanda
2022-01-09,Cameroon,Burkina Faso,2,1,home,African Cup of Nations,Cameroon
2022-01-09,Ethiopia,Cape Verde,0,1,home,African Cup of Nations,Cameroon
2022-01-10,Comoros,Gabon,0,1,home,African Cup of Nations,Cameroon
2022-01-10,Morocco,Ghana,1,0,home,African Cup of Nations,Cameroon
2022-01-10,Senegal,Zimbabwe,1,0,home,African Cup of Nations,Cameroon
2022-01-10,Guinea,Malawi,1,0,home,African Cup of Nations,Cameroon
2022-01-11,Nigeria,Egypt,1,0,home,African Cup of Nations,Cameroon
2022-01-11,Sudan,Guinea-Bissau,0,0,home,African Cup of Nations,Cameroon
2022-01-11,Algeria,Sierra Leone,0,0,home,African Cup of Nations,Cameroon
2022-01-12,Tunisia,Mali,0,1,home,African Cup of Nations,Cameroon
2022-01-12,Iceland,Uganda,1,1,home,Friendly,Turkey
2022-01-12,Equatorial Guinea,Ivory Coast,0,1,home,African Cup of Nations,Cameroon
2022-01-12,Mauritania,Gambia,0,1,home,African Cup of Nations,Cameroon
2022-01-13,Cape Verde,Burkina Faso,0,1,home,African Cup of Nations,Cameroon
2022-01-13,Cameroon,Ethiopia,4,1,home,African Cup of Nations,Cameroon
2022-01-14,Senegal,Guinea,0,0,home,African Cup of Nations,Cameroon
2022-01-14,Malawi,Zimbabwe,2,1,home,African Cup of Nations,Cameroon
2022-01-14,Morocco,Comoros,2,0,home,African Cup of Nations,Cameroon
2022-01-14,Gabon,Ghana,1,1,home,African Cup of Nations,Cameroon
2022-01-15,South Korea,Iceland,5,1,home,Friendly,Turkey
2022-01-15,Nigeria,Sudan,3,1,home,African Cup of Nations,Cameroon
2022-01-15,Guinea-Bissau,Egypt,0,1,home,African Cup of Nations,Cameroon
2022-01-16,Gambia,Mali,1,1,home,African Cup of Nations,Cameroon
2022-01-16,Tunisia,Mauritania,4,0,home,African Cup of Nations,Cameroon
2022-01-16,Algeria,Equatorial Guinea,0,1,home,African Cup of Nations,Cameroon
